mmsi,imo,name,callsign,type,type_specific,country_iso,length,breadth,draught_max,gross_tonnage,deadweight,teu,year_built,speed_max
533132227,,RUNAWAY,9MUO2,Sailing Vessel,Sailing Vessel,MY,13.0,7.0,,,,,,6.0
533132228,,PASSION ONE,9M2644,Sailing Vessel,Sailing Vessel,MY,17.0,10.0,,,,,,
533132234,,5 ACES,9M2666,Pleasure Craft,Pleasure Craft,MY,,,,,,,,
533132239,,HONEST MISTAKE,9M2669,Pleasure Craft,Pleasure Craft,MY,21.0,5.0,,,,,,
533132243,,SP2,,Pilot Vessel,Pilot Vessel,MY,12.0,4.0,,,,,,28.0
533132291,9524712,KATSU PIONEER,9M2700,Tanker,Oil Products Tanker,MY,77.8,15.0,,1954.0,3211.0,,2008,102.0
533132328,9947330,CENTUS ELEVEN,9M2705,Passenger,Multi Purpose Offshore Vessel,MY,84.0,16.0,,341.0,190.0,,2022,31.0
533132345,,SYNERGY 1,9M2794,Pleasure Craft,Pleasure Craft,MY,,,,,,,,
533132355,,DEPINX1475,9M2610,Sailing Vessel,Sailing Vessel,MY,17.0,5.0,,,,,,
533132381,,WAGA MARI,9M2824,Pleasure Craft,Pleasure Craft,MY,14.0,8.0,,,,,,
533132391,9553945,PUSAKA GEMILANG,9M2715,Tanker,Asphalt or Bitumen Tanker,MY,97.5,16.04,5.4,3811.0,3543.0,,2014,15.0
533132396,9900540,BLUE PETRA 1,9M2709,Sailing Vessel,Multi Purpose Offshore Vessel,MY,42.0,7.0,,288.0,95.0,,2022,
533132397,,AR DIAMOND,9M2718,Tug,Tug,MY,25.0,11.0,,,,,,
533132401,9938470,MARINE SUCCESS,9M2717,Passenger,Crew Boat,MY,41.15,7.85,,282.0,100.0,,2022,
533132412,,IZAR,9M2716,Tug,Tug,MY,26.0,2.0,,,,,,
533132426,8954594,SEIWA MARU,9M2867,Tanker,Chemical Tanker,MY,53.33,9.0,,363.0,850.0,,1999,9.0
533132431,,CASSANDRA 232,9M2548,Tug,Tug,MY,23.0,7.0,,,,,,
533132436,9945265,MTT RAJANG,9M2708,Cargo,Container Ship,MY,99.9,22.0,,4270.0,6915.0,415.0,2023,
533132444,,PRINCESS ALIA,9M2899,Pleasure Craft,Pleasure Craft,MY,14.0,7.0,,,,,,
533132458,,LIN 99,,Tanker,Tanker,MY,34.0,8.0,,,,,,
533132461,,OHANA TIME,9M2942,Sailing Vessel,Sailing Vessel,MY,14.0,8.0,,,,,,
533132464,9172404,MUER PANTAS,9M2919,Tanker,Chemical Tanker,MY,56.0,12.0,,374.0,690.0,,1997,
533132468,9736834,AM ITNAN,9M2918,Tanker,Bunkering Tanker,MY,44.5,10.0,4.3,499.0,650.0,,2014,10.0
533132469,9134945,SEN 2008,9M2920,Cargo - Hazard D (Recognizable),Oil Products Tanker,MY,77.05,11.5,5.3,749.0,1998.0,,1995,13.0
533132471,9787417,KEYFIELD HELMS 1,9M2922,Other,Multi Purpose Offshore Vessel,MY,76.0,17.62,4.6,3541.0,3506.0,,2017,12.0
533132474,9788825,NAUTICA TANJUNG PUTERI XXXVIII,9M2921,Tug,Tug,MY,32.5,11.0,,469.0,204.0,,2023,
533132483,9971111,BLUE PETRA 2,9M2924,Sailing Vessel,Multi Purpose Offshore Vessel,MY,39.0,9.0,,287.0,95.0,,2023,
533132491,,MCL PRIMO 3,9M2927,Tug,Tug,MY,24.0,8.0,,,,,,
533132492,9983712,ALKAHFI CRYSTAL,9M2925,Passenger,Crew Boat,MY,42.0,8.0,,332.0,153.0,,2023,
533132495,,TRIUMPH THROUGH,9M2974,Pleasure Craft,Pleasure Craft,MY,21.0,6.0,,,,,,
533132524,,MY SIENNA,9M3030,Pleasure Craft,Pleasure Craft,MY,16.0,5.0,,,,,,
533132541,,FOREVER YANG,9M3041,Sailing Vessel,Sailing Vessel,MY,17.0,9.0,,,,,,
533132542,,YTL LADY II,9MPC5,Passenger,Passenger,MY,24.0,6.0,,,,,,18.0
533132548,,ARISE SHINE,9M2966,Fishing,Fishing,MY,,,,,,,,
533132554,,SRI PERKASA 81,1234,Pilot Vessel,Pilot Vessel,MY,18.0,5.0,,,,,,
533132566,9132856,ZEVIROUS,9M2928,Tanker,Oil Products Tanker,MY,86.9,13.4,,1546.0,3138.0,,1996,
533132616,,LUIPERD,9M3156,Pleasure Craft,Pleasure Craft,MY,15.0,9.0,,,,,,
533132617,,SEABREEZE 1,9M3160,,Unspecified,MY,,,,,,,,
533132619,,HARBOR PRISM,9M3152,Pleasure Craft,Pleasure Craft,MY,20.0,6.0,,,,,,
533132621,9552161,HD WIRA,9M3100,Other,Multi Purpose Offshore Vessel,MY,59.25,14.95,,1678.0,1338.0,,2011,10.0
533132622,9345532,CRAB NEBULA,9M2366,Tanker,Oil Products Tanker,MY,69.9,13.3,,1401.0,2179.0,,2005,12.0
533132626,9188520,ZOEY SATU,9M3103,Tanker,Oil Products Tanker,MY,103.4,16.5,,3878.0,5810.0,,1998,12.0
533132628,,GOLF,9M2365,Dredger,Dredger,MY,28.0,8.0,,,,,,
533132631,9947342,GEN 4 ONE,9M3105,Passenger,Multi Purpose Offshore Vessel,MY,42.0,9.0,,321.0,190.0,,2023,
533132646,9255529,MTT HAIPHONG,9M3108,Cargo - Hazard B,Container Ship,MY,154.03,25.0,,13764.0,16794.0,1078.0,2002,18.0
533132653,9977610,TELUK BAHANG,9M2367,Passenger,"Inland, Ferry",MY,45.0,18.0,,288.0,194.0,,2023,
533132654,9977622,TELUK KUMBAR,9M3220,Passenger,Ro-Ro or Passenger Ship,MY,35.0,8.0,,288.0,194.0,,2023,
533132655,9977646,TELUK DUYUNG,9M2369,Passenger,Ro-Ro or Passenger Ship,MY,35.0,8.0,,288.0,194.0,,2023,
533132656,9977634,TELUK KAMPI,9M2368,Passenger,Ro-Ro or Passenger Ship,MY,70.0,16.0,,238.0,,,2023,
533132661,9104043,PD ACE,9M3113,Tanker,Oil Products Tanker,MY,65.4,10.0,,497.0,1253.0,,1994,
533132676,,RAGMAN VIII,9M3177,Pleasure Craft,Pleasure Craft,MY,12.0,4.0,,,,,,
533132713,9268215,DIANA 23,9M2992,Dredger,Hopper Dredger,MY,118.6,22.6,8.2,6785.0,10622.0,,2002,11.0
533132731,9268617,CARINA 23,9M2991,Dredger,Hopper Dredger,MY,119.0,23.0,7.5,6785.0,10926.0,,2002,12.0
533132743,9058139,TS NINE,9M3128,Tanker,Oil or Chemical Tanker,MY,64.93,10.0,4.1,737.0,1134.0,,1992,14.0
533132753,,SILVER MASTER,9M3119,Tanker,Tanker,MY,,,,,,,,
533132767,9498951,ATHENI,9M3863,Tanker - Hazard A (Major),Oil or Chemical Tanker,MY,110.0,18.6,5.4,5256.0,8827.0,,2008,11.0
533132794,9391684,KENCANA PERKASA SATU,9M3136,Tug,Tug,MY,34.0,10.3,,419.0,169.0,,2006,8.0
533132804,,BANK WIN,9M3355,Pleasure Craft,Pleasure Craft,MY,23.0,7.0,,,,,,
533132824,1034503,KSP VICTORY,9M3141,Other,Tug,MY,30.0,10.0,,,,,2023,
533132826,9988499,MTT LUMUT,9M3109,Cargo,Deck Cargo Ship,MY,155.6,28.0,,,,,2024,
533132827,9988487,MTT LANGKAWI,9M3110,Cargo,Deck Cargo Ship,MY,155.6,28.0,,,,,2024,
533132832,9160487,GAS TESSA,9M3143,Tanker,LPG or Chemical Tanker,MY,112.56,16.0,4.8,5103.0,6049.0,,1999,18.0
533132836,,WANTAS 23,9M3221,Tug,Tug,MY,23.0,6.0,,,,,,
533132842,,OCEAN BOOK,,Sailing Vessel,Sailing Vessel,MY,17.0,8.0,,,,,,
533132848,9218923,SYRMA,9M3224,Tug,Tug,MY,32.58,10.0,3.8,245.0,,,1999,102.0
533132864,,TBMELOR,9M3137,Tug,Tug,MY,31.0,8.0,,,,,,
533132871,1034515,KSP VERONA,9M3146,Tug,Tug,MY,30.0,10.0,,,,,2023,
533132872,1034527,KSP VENUS,9M3147,Tug,Tug,MY,30.0,10.0,,,,,2024,
533132889,1040992,BITCOIN 88,9M3149,Tanker,Oil Products Tanker,MY,112.0,15.0,,,,,2006,
533132891,,HKF PIONEER 1,9M3124,Tanker,Tanker,MY,34.0,10.0,,,,,,
533132924,9711676,ABBIE,9M3212,Tanker,Bunkering Tanker,MY,88.76,16.0,,,,,2014,
533132928,,JELLY SEA,9M3441,Pleasure Craft,Pleasure Craft,MY,16.0,5.0,,,,,,
533132932,9568304,KSP SUCCESS,9M3202,Tug,Tug,MY,27.9,9.0,,246.0,380.0,,2013,32.0
533132943,9956836,PAOLINA COSULICH,9WQA4,Tanker,Bunkering Tanker,MY,113.0,20.0,,,,,2024,
533132947,,HAI LI,,Tug,Tug,MY,29.0,6.0,,,,,,
533132958,9568316,KST SUMMIT,9M3203,Tug,Tug,MY,27.9,9.0,3.7,246.0,142.0,,2013,102.0
533132959,,HARBOUR FRIDA 1,9WVU8,Tug,Tug,MY,24.0,8.0,,,,,,
533133003,,STRAND,9M3527,Pleasure Craft,Pleasure Craft,MY,15.0,8.0,,,,,,
533133012,,HERMANUS,9M3529,Pleasure Craft,Pleasure Craft,MY,12.0,6.0,,,,,,
533133021,,ORIENTAL SKY,9M3229,Passenger,Passenger,MY,34.0,7.0,,,,,,
533133027,,AMANPURI,,Sailing Vessel,Sailing Vessel,MY,11.0,6.0,,,,,,
533133029,,AMANPURI 2,,Sailing Vessel,Sailing Vessel,MY,16.0,6.0,,,,,,
533133055,,PAYU,9M3583,Sailing Vessel,Sailing Vessel,MY,12.0,7.0,,,,,,
533133067,1026726,MTT BINTANGOR,9M3462,Cargo,Container Ship,MY,171.9,28.0,,,,,2024,
533133079,9124067,ZAMAN BARU,9M3464,Tanker,Chemical Tanker,MY,75.6,10.0,,499.0,1156.0,,1995,14.0
533133082,,MCL POWER 2,9M3463,Tug,Tug,MY,24.0,8.0,,,,,,
533133086,,POSEIDON66,9M3510,Pleasure Craft,Pleasure Craft,MY,8.0,4.0,,,,,,
533133124,9479761,FM BREEZE,9M3468,Tanker,Oil Products Tanker,MY,104.95,16.0,6.6,3660.0,5676.0,,2007,14.0
533133132,9430569,KEYFIELD ITQAN,9M3469,Other,Multi Purpose Offshore Vessel,MY,75.8,20.0,,3349.0,1500.0,,2008,1.0
533133133,9123946,SAIWA RANGER,9M3642,Tanker,Oil Products Tanker,MY,74.25,12.0,4.0,753.0,1926.0,,1995,14.0
533133151,9799666,ASPIRE,9M3646,Other,Asphalt or Bitumen Tanker,MY,96.5,16.5,4.7,3605.0,3537.0,,2017,14.0
533133154,9520417,PADU TENANG,9M3649,Tug,Fire Fighting Vessel,MY,30.0,10.8,,469.0,175.0,,2014,0.0
533133208,,CASSANDRA 262,9M3655,Tug,Tug,MY,24.0,8.0,,,,,,
533133212,9355654,GOS MARIA,9M3656,Tanker,Oil Products Tanker,MY,99.8,18.0,,4969.0,7032.0,,2005,11.0
533133226,1059175,SEA FORTUNA,9M3233,Tanker,Oil Products Tanker,MY,117.0,16.5,,,,,2006,
533133238,1075090,MTT XU MAY,9M3662,Cargo,Container Ship,MY,108.8,19.0,,,,,2024,
533133239,1075105,MTT REYA,9M3664,Cargo,Container Ship,MY,108.8,19.0,,,,,2025,
533133243,9987392,DANMAI 33,9WVY2,SAR Aircraft,Supply Vessel,MY,41.7,11.0,,,,,2024,
533133251,9162007,DUTA ABRAR,9M3644,Tanker,Oil Products Tanker,MY,240.99,42.0,10.8,56854.0,99999.0,,1997,12.0
533133254,,MARITIME,9M3776,Pleasure Craft,Pleasure Craft,MY,30.0,6.0,,,,,,
533133255,,DIVINE DREAM,9M3775,Pleasure Craft,Pleasure Craft,MY,32.0,6.0,,,,,,
533133267,,SONG OF SONGS,ZGPE7,Pleasure Craft,Pleasure Craft,MY,42.0,8.0,,,,,,
533133275,,EMOTION,9M3795,Pleasure Craft,Pleasure Craft,MY,18.0,10.0,,,,,,
533133276,1081556,GENEVIEVE,9M3671,Tanker,Chemical Tanker,MY,91.03,14.0,,,,,2007,
533133278,,CORA CAT 48,9M3791,Pleasure Craft,Pleasure Craft,MY,15.0,9.0,,,,,,
533133281,9152521,MCM BRILLIANT,9M3672,Tanker,Oil Products Tanker,MY,65.25,10.0,,,,,,
533133293,,TROUBLEMAKER,9M3803,Sailing Vessel,Sailing Vessel,MY,12.0,4.0,,,,,,
533133298,9582221,RUHM PERTAMA,9M3674,Cargo,Multi Purpose Offshore Vessel,MY,58.7,14.6,,1458.0,1355.0,,2011,9.0
533133304,,OGA,9M3761,Sailing Vessel,Sailing Vessel,MY,12.0,4.0,,,,,,
533133322,9674969,DOLPHIN NEBULA,9M3842,Tanker,Oil Products Tanker,MY,55.0,16.0,3.0,1584.0,2468.0,,2013,10.0
533133324,,GERAK PERDANA,9M3845,Tug,Tug,MY,26.0,8.0,,,,,,
533133328,1018286,CENTUS ALESHA,9M3675,Passenger,Multi Purpose Offshore Vessel,MY,42.0,9.0,,,,,2025,
533133348,8619132,TUAH SEJAGAT,9MGD4,Tanker,Oil Products Tanker,MY,46.0,8.0,,268.0,520.0,,1987,7.0
533133353,,MCL PIVOT 3,9M3688,Tug,Tug,MY,28.0,9.0,,,,,,
533133356,1075131,MTT DUMAI,9M3661,Cargo,Container Ship,MY,109.9,18.0,,,,,2025,
533133371,8677275,YONG PU 7,JVRG6,Cargo - Hazard A (Major),Aggregates Carrier,MY,110.33,18.0,,,,,,
533133372,9703942,BELAIAN HARMONI,9M3689,Tanker,Bunkering Tanker,MY,38.0,10.0,,397.0,507.0,,2014,102.0
533133374,1075129,MTT PERAWANG,9M3663,Cargo,Container Ship,MY,109.9,18.0,,,,,,
533133378,1091604,STINGRAY 1,9M3895,Tug,Tug,MY,45.0,12.0,,,,,2021,
533133383,9413468,HD PERMATA,9M3898,Tug,Multi Purpose Offshore Vessel,MY,73.2,20.0,,4678.0,3501.0,,2009,
533133388,1014802,SA PRIDE,9M3897,Tug,Tug,MY,25.0,12.0,,,,,,
533133399,,AYLA,9M3972,Pleasure Craft,Pleasure Craft,MY,,,,,,,,
533133417,,MEU HUAT 5,8354524,Other,Other,MY,50.0,14.0,,,,,,
533133418,1105948,SHUNYI,9M3687,Cargo,Deck Cargo Ship,MY,105.0,21.0,,,,,2022,
533133419,1105924,NING YUE,9M3686,Cargo,Deck Cargo Ship,MY,103.56,23.0,,,,,2021,
533133421,,STAFF BOAT3,0,Passenger,Passenger,MY,19.0,15.0,,,,,,
533133425,1014826,SA UNITY,9M3899,Tug,Tug,MY,25.4,12.0,,,,,,
533133427,1110187,PELICAN BRILLIANT,9M3904,Passenger,Multi Purpose Offshore Vessel,MY,40.0,7.0,,,,,2025,
533133429,1103184,JATI MANUKAN,9M3901,Passenger,Crew Boat,MY,40.0,7.0,,,,,,
533133431,1106564,JATI SIPADAN,9M3900,Passenger,Multi Purpose Offshore Vessel,MY,42.0,7.0,,,,,2025,
533133434,,VERONICA 7,9M3979,Pleasure Craft,Pleasure Craft,MY,13.0,3.0,,,,,,
533133436,1016147,BJAYA7,9M3465,Tug,Tug,MY,32.0,8.0,,,,,2025,
533133444,8563773,GENEVIEVE 88,9M3906,Tanker,Oil Products Tanker,MY,123.6,30.0,5.2,5790.0,9273.0,,2006,25.0
533133448,,AGNES III,9M4002,Pleasure Craft,Pleasure Craft,MY,36.0,8.0,,,,,,
533133453,,EVA ZHU,9M4007,Pleasure Craft,Pleasure Craft,MY,19.0,5.0,,,,,,
533133455,,LEILA,9MUR7,Local Vessel,Local Vessel,MY,15.0,5.0,,,,,,
533133468,,NOMAD 101,9M4011,Pleasure Craft,Pleasure Craft,MY,,,,,,,,
533133472,,FENGSHUN,9M2316,Pleasure Craft,Pleasure Craft,MY,17.0,5.0,,,,,,
533133481,8537358,YONG CHANG CHANG HANG,9M3862,Tanker,Chemical Tanker,MY,91.03,13.0,,,,,,
533133493,,NEBO,9M4015,Sailing Vessel,Sailing Vessel,MY,16.0,5.0,,,,,,
533133495,,RHOMBUS SEA 1,,Cargo,Cargo,MY,27.0,6.0,,,,,,
533133496,,ENTROPY I,9M4003,Pleasure Craft,Pleasure Craft,MY,15.0,5.0,,,,,,
533133497,9640877,SYNERGY AURORA,9M3907,Tug,Fire Fighting Vessel,MY,60.5,14.6,5.0,1461.0,1350.0,,2012,9.0
533133521,9597915,HD HEBAT,9M3912,Sailing Vessel,Multi Purpose Offshore Vessel,MY,59.25,14.95,4.6,1678.0,1329.0,,2012,12.0
533133539,,CASSANDRA235,9M3914,Tug,Tug,MY,27.0,7.0,,,,,,
533133552,,CALOLILLA,9M4075,Pleasure Craft,Pleasure Craft,MY,36.0,8.0,,,,,,
533133558,9308041,HARBOUR YOTTA,9WXC9,Cargo - Hazard D (Recognizable),Container Ship,MY,144.83,22.45,7.3,9549.0,12612.0,831.0,2004,18.0
533133568,8971798,PERAPAT SATU,9M3915,,Tug,MY,30.5,9.6,,,,,,
533133588,1087562,RM PHOENIX,9WQB9,Tug,Tug,MY,33.0,12.0,,,,,,
533133611,1115967,QL INFINITY,9M3928,Dredger,Aggregates Carrier,MY,84.0,20.0,,,,,,
533133617,,RULIN 1,9M4078,Pleasure Craft,Pleasure Craft,MY,19.0,5.0,,,,,,
533133622,,JIA SHENG 2188,V3YQ,Cargo,Cargo,MY,74.0,16.0,,,,,,
533133628,,BPK996P,,Passenger,Passenger,MY,,,,,,,,
533133629,1135199,PETRO VENTURE,9M3929,Cargo,Aggregates Carrier,MY,78.0,18.0,,,,,,
533133639,,VODA 2,9M4138,Pleasure Craft,Pleasure Craft,MY,23.0,6.0,,,,,,
533133663,,CALEB,9M4063,Pleasure Craft,Pleasure Craft,MY,18.0,5.0,,,,,,
533133665,9620645,VITTORIA,9M3938,Cargo,Bulk Carrier,MY,224.98,32.26,14.5,41963.0,78259.0,,2013,16.0
533133671,1114119,PM SATU,9M3937,Tug,Tug,MY,30.8,11.0,,,,,,
533133672,1076123,KONG TZU,9WXD4,Tug,Tug,MY,31.0,9.0,,,,,,
533133686,,ISLAND B,9M4159,Pleasure Craft,Pleasure Craft,MY,30.0,7.0,,,,,,
533133691,,HIBISCUS LAND,9WME6,Tug,Tug,MY,21.0,7.0,,,,,,
533133702,8555556,MUER CERGAS,9M3942,Tanker - Hazard C (Minor),Oil Products Tanker,MY,89.0,14.0,,,,,,
533133717,1149815,TB MTT TAHAN,9M4205,Tug,Tug,MY,26.0,8.0,,,,,,
533133727,,BALKISEA,9M4162,Pleasure Craft,Pleasure Craft,MY,26.0,6.0,,,,,,
533133733,8110526,NAGA SATU,9M4211,Tug,Tug or Supply Vessel,MY,52.5,12.2,,863.0,1065.0,,1981,9.0
533133754,,SRI PERKASA 73,,Pilot Vessel,Pilot Vessel,MY,12.0,4.0,,,,,,
533133774,9553270,JI XIANG SATU,9M4217,Tanker,Oil Products Tanker,MY,102.7,17.8,6.4,4568.0,6141.0,,2011,10.0
533133782,1104023,AESEN 109,9M4209,Passenger,Multi Purpose Offshore Vessel,MY,42.0,8.0,,,,,,
533133796,9203966,DB SUNNY,9M4219,Tanker - Hazard C (Minor),Oil or Chemical Tanker,MY,85.6,14.0,6.3,1599.0,3385.0,,1999,16.0
533133814,1105417,HANA,9M3868,Tanker,Oil Products Tanker,MY,100.0,21.0,,,,,2006,
533133839,,ATOOI 67,9M4263,Pleasure Craft,Pleasure Craft,MY,20.0,10.0,,,,,,
533133853,1114121,PM DUA,9M4216,Tug,Tug,MY,30.0,11.0,,,,,,
533133871,,NAGA DUA,9M4224,Tug,Tug,MY,33.0,9.0,,,,,,
533139922,,SERENITY,JN8395,Passenger,Passenger,MY,,,,,,,,
533140014,,KM TENGGOL,9MRC8,Law Enforce,Law Enforce,MY,29.0,6.0,,,,,,
533140027,,KM SIAGUT,9MRE4,Law Enforce,Law Enforce,MY,23.0,7.0,,,,,,
533140102,9810599,POLARIS,9MWT2,Other,Buoy-Laying Vessel,MY,85.0,16.5,,3128.0,2246.0,,2017,14.0
533140146,,RMN WARSHIP 136,9MOJ,Military Ops,Military Ops,MY,62.0,9.0,,,,,,
533150026,,JBF2216,2216216,Fishing,Fishing,MY,19.0,15.0,,,,,,33.0
533150039,9075412,DRAGON SATU,9MRR4,Tanker,Oil Products Tanker,MY,119.98,19.0,6.9,7354.0,12122.0,,1994,10.0
533150044,9075424,COUGAR SATU,9M2058,Tanker,Oil Products Tanker,MY,119.98,19.0,5.1,7358.0,12210.0,,1995,10.0
533150061,9075400,MK ENERGY DUA,9M2092,Tanker,Oil Products Tanker,MY,119.98,19.0,6.4,7354.0,12085.0,,1996,10.0
533150089,,YTC TUG 37,9M2051,Tug,Tug,MY,27.0,10.0,,,,,,
533150096,9394492,SIERRA PIONEER,9M2516,Tanker,Oil Products Tanker,MY,60.98,15.0,4.0,1432.0,2178.0,,2006,10.0
533150097,,SP1,,Pilot Vessel,Pilot Vessel,MY,13.0,4.0,,,,,,27.0
533150098,,SP3,8PJE1,Pilot Vessel,Pilot Vessel,MY,12.0,5.0,,,,,,26.0
533150105,,SP5,,Pilot Vessel,Pilot Vessel,MY,12.0,4.0,,,,,,
533150111,,SRI PERKASA 78,,Pilot Vessel,Pilot Vessel,MY,12.0,3.0,,,,,,
533150195,,WAI YAN LAY 772,CM7668,Fishing,Fishing,MY,29.0,8.0,,,,,,
533160006,,EASTPORT BRAVO,9W0P7,Tug,Tug,MY,29.0,9.0,,,,,,9.0
533160037,,EVER GORGEOUS,9WIM5,Tug,Tug,MY,24.0,7.0,,,,,,
533160227,,NORTH BORNEO CRUISES,9WPD4,Passenger,Passenger,MY,28.0,10.0,,,,,,
533160239,9821108,AM WAHID,9WQA2,Tanker,Oil Products Tanker,MY,84.98,13.8,3.8,2154.0,3130.0,,2019,10.0
533160266,9688738,RESOLUTION,9M3215,Cargo,Fire Fighting Vessel,MY,70.0,16.0,4.4,2423.0,2000.0,,2013,11.0
533160844,,PKEB1608 BAO,1234567,Fishing,Fishing,MY,9.0,8.0,,,,,,
533167000,9121675,BUNGA MAS LIMA,9MOC,Military Ops,Naval Auxiliary Vessel,MY,132.8,22.7,7.5,9404.0,8991.0,739.0,1997,11.0
533170013,9648960,SOVEREIGN,9WOI3,Cargo,Anchor Handling Vessel,MY,45.0,12.6,,831.0,,,2012,9.0
533170033,9498078,SK LINE 805,9WPN2,Cargo,Standby Safety Vessel,MY,34.0,8.0,,217.0,74.0,,2012,
533170036,9616333,HUB 21,9WLH2,Tug,Tug,MY,30.0,8.6,,296.0,252.0,,2012,9.0
533170065,9616321,HUB 19,9WLC8,Tug,Tug,MY,30.0,8.6,3.0,296.0,252.0,,2012,6.0
533170079,9477268,DANUM 160,9WHN5,Cargo - Hazard A (Major),Container Ship,MY,138.8,21.0,7.2,9689.0,13177.0,908.0,2008,14.0
533170089,9605475,DANUM 136,9WLD3,Tug,Anchor Handling Vessel,MY,37.0,11.4,,482.0,309.0,,2013,8.0
533170103,,SALIM 9,9WFC7,Cargo,Cargo,MY,50.0,18.0,,,,,,8.0
533170108,9529152,DUYONG TIGA,9WPW2,Cargo,Multi Purpose Offshore Vessel,MY,48.0,10.0,,497.0,525.0,,2013,8.0
533170125,,WIN WIN 18,9WZQ,Cargo,Cargo,MY,62.0,10.0,,,,,,
533170134,,EVER OCEAN SILK,9W0M5,Tug,Tug,MY,23.0,8.0,,,,,,7.0
533170147,,SINGAWAN HEBAT,9WPY7,Tug,Tug,MY,23.0,8.0,,,,,,
533170156,,MERANTI 33,9WDT5,Tug,Tug,MY,23.0,6.0,,,,,,
533170159,9688166,NEOPETRO 12,9WKO8,Tug,Utility Vessel,MY,33.2,8.0,,,,,2013,
533170173,9710218,SINGAWAN ANGGUN,9WQO2,Tug,Tug,MY,23.5,7.32,,146.0,148.0,,2013,6.0
533170186,9685982,OCEAN PRIDE,9WOP3,Passenger,Crew Boat,MY,38.0,7.85,,253.0,110.0,,2014,18.0
533170196,8739451,SINHIN 5,9WHQ5,Tug,Tug,MY,23.0,8.0,,145.0,,,2008,7.0
533170199,,PERFECT 11,9WQR6,Tug,Tug,MY,23.0,7.0,,,,,,6.0
533170287,,SAGA RIA V,9WRP3,Cargo,Cargo,MY,65.0,14.0,,,,,,8.0
533170292,9772797,MCL PUTERA I,9MVL2,Tug,Tug,MY,23.5,7.32,,146.0,122.0,,2015,8.0
533170304,9701669,OS ONE,9MVM4,Other,Multi Purpose Offshore Vessel,MY,83.6,22.0,,5310.0,3786.0,,2015,6.0
533170322,,FOREMOST 20,9WHO5,Tug,Tug,MY,19.0,6.0,,,,,,
533170341,,BIWIN 11,9WRV6,Tug,Tug,MY,26.0,7.0,,,,,,7.0
533170342,9769568,MACALLAN 8,9WRP5,Tug,Tug,MY,30.0,9.0,3.3,297.0,282.0,,2015,7.0
533170376,9787455,BANDAR HARAPAN,9WRU5,Cargo,General Cargo,MY,70.0,14.0,3.7,1356.0,1994.0,,2015,10.0
533170392,,GALAXY,9WS07,Passenger,Passenger,MY,68.0,16.0,,,,,,
533170405,9813905,EKSPRES BAHAGIA 168,9MTU5,,Passenger Ship,MY,44.79,13.0,,512.0,,,2016,26.0
533170429,,DANUM 42,9WMF9,Tug,Tug,MY,19.0,6.0,,,,,,9.0
533170439,9467524,MICLYN EMPRESS,9MWQ5,Cargo,Fire Fighting Vessel,MY,58.7,14.6,,1537.0,1275.0,,2008,8.0
533170448,9782481,AESEN 93,9MWS2,Other,Crew Boat,MY,40.0,7.6,,272.0,134.0,,2015,14.0
533170452,9830616,NESTLINE 1,9WSV2,Cargo,Landing Craft,MY,38.0,10.0,,248.0,,,2017,6.0
533170453,9467536,MICLYN EMPEROR,9MWI4,Other,Fire Fighting Vessel,MY,58.7,14.6,,1537.0,1275.0,,2008,8.0
533170471,,MCL PUTERA III,9MWY5,Tug,Tug,MY,26.0,8.0,,,,,,
533170532,9278301,NEW LINE 8,9WTP8,Tug,Tug,MY,28.0,8.53,,251.0,219.0,,2002,9.0
533170554,9242584,HARBOUR STAR,9WT08,Cargo - Hazard A (Major),Container Ship,MY,133.44,18.7,7.6,6277.0,7922.0,735.0,2002,17.0
533170564,9766774,JVC BRAVO,9WTR7,Passenger,Passenger Ship,MY,40.0,8.0,,,,,2018,19.0
533170586,,JAYA STAR,9WGN3,Tug,Tug,MY,23.0,8.0,,,,,,
533170588,,MEGA SUCCESS,9WTY7,Pilot Vessel,Pilot Vessel,MY,18.0,4.0,,,,,,15.0
533170597,,DANCING WAVE,9MVW8,Passenger,Passenger,MY,42.0,8.0,,,,,,
533170601,9888534,LAJU 8733,9WRU2,Cargo,Landing Craft,MY,45.12,12.0,,,,,2019,
533170635,9406271,DANUM 173,9WUO9,Cargo - Hazard B,Container Ship,MY,139.2,19.6,6.2,8766.0,11200.0,880.0,2006,16.0
533170637,,KWANSOO 10,9WSX5,Tug,Tug,MY,23.0,10.0,,,,,,
533170638,,EASTPOT TUJUH,9WPG6,High Speed Craft,High Speed Craft,MY,,,,,,,,6.0
533170658,9446489,MALAYSIA PASSION,9WUQ7,Cargo,Vehicles Carrier,MY,180.0,30.0,8.8,43810.0,15011.0,,2009,21.0
533170663,,BEYOND SEA,9WUY3,Tanker,Tanker,MY,28.0,6.0,,,,,,
533170678,,MCL PRIMO 2,9M2229,Tug,Tug,MY,9.0,21.0,,,,,,6.0
533170681,,ORIENT PEARL NO 1,9WPN5,Tug,Tug,MY,18.0,6.0,,,,,,5.0
533170705,,DANUM176,9WUW7,Tug,Tug,MY,30.0,8.0,,,,,,8.0
533170706,9935820,TARGET 12,9WUV9,Other,Utility Vessel,MY,40.5,9.0,,358.0,210.0,,2021,11.0
533170727,9568366,TARGET 37,9WKD3,Tug,Tug,MY,37.0,11.4,,472.0,,,2009,6.0
533170748,,SHIPPER LINK 6,9WVN7,Tug,Tug,MY,23.0,21.0,,,,,,
