timestamp_utc,mmsi,ship_name,message_type,latitude,longitude,sog_knots,cog_degrees,true_heading,rate_of_turn,nav_status_code,nav_status_text,position_accuracy
2026-04-07 07:17:12.514407544 +0000 UTC,563084060,,PositionReport,1.2993316666666668,103.95471833333333,0,184.3,67,0,8,Under way sailing,True
2026-04-07 07:17:12.629425199 +0000 UTC,525022376,PETRO SUBAN,PositionReport,-6.858549999999999,112.402435,4.4,224.3,262,0,0,Under way using engine,False
2026-04-07 07:17:12.768127663 +0000 UTC,352003160,,PositionReport,1.0776216666666667,103.57694,10.3,122.6,118,4,0,Under way using engine,False
2026-04-07 07:17:12.910886191 +0000 UTC,565951000,RELIANT CS01,PositionReport,1.23911,103.78302333333333,8,100.9,,-128,0,Under way using engine,False
2026-04-07 07:17:13.035700487 +0000 UTC,563066540,PSA CAPELLA YS51,PositionReport,1.2653666666666665,103.78144666666667,0.3,244.7,128,-127,0,Under way using engine,False
2026-04-07 07:17:13.275250947 +0000 UTC,563085890,MT ROIELLA,PositionReport,1.2446766666666667,103.755865,3.1,78.1,80,0,0,Under way using engine,False
2026-04-07 07:17:13.434289131 +0000 UTC,563066180,,PositionReport,1.279345,103.74557333333334,5.9,332.8,,-128,0,Under way using engine,True
2026-04-07 07:17:13.806843365 +0000 UTC,563294700,EM SHONA,PositionReport,1.22842,103.71332833333332,0,39.3,241,1,1,At anchor,True
2026-04-07 07:17:13.914843219 +0000 UTC,563204400,DILIGENCE,PositionReport,1.1882833333333334,103.75561333333333,7.2,307.4,308,0,0,Under way using engine,False
2026-04-07 07:17:13.94747992 +0000 UTC,563070940,,PositionReport,1.2194783333333334,103.74522,0,360,75,0,0,Under way using engine,True
2026-04-07 07:17:14.112202781 +0000 UTC,312463000,,PositionReport,1.1942566666666667,103.63708833333334,5.4,289.8,,-128,0,Under way using engine,True
2026-04-07 07:17:14.447544273 +0000 UTC,241971000,MARAN GAS ANTIPAROS,PositionReport,1.1643599999999998,103.76038833333334,0,339.1,40,4,0,Under way using engine,False
2026-04-07 07:17:14.633837815 +0000 UTC,563086610,CSM HYDRA,PositionReport,1.2241366666666667,103.71236333333333,0,221,110,0,0,Under way using engine,True
2026-04-07 07:17:14.742599658 +0000 UTC,636018023,TIAN TAI SHAN,PositionReport,1.2993333333333332,103.71672833333334,0.1,163.1,271,0,5,Moored,False
2026-04-07 07:17:14.807188893 +0000 UTC,564654000,PIL0T GP43,PositionReport,1.2294916666666666,103.79473166666666,0.5,180.1,,-128,0,Under way using engine,True
2026-04-07 07:17:15.117639604 +0000 UTC,563021100,KAI EI MARU 15,PositionReport,1.2022416666666667,103.81060666666667,8,349.8,341,-127,0,Under way using engine,True
2026-04-07 07:17:15.275616792 +0000 UTC,305496000,SLOMAN THETIS,PositionReport,1.169145,103.68447166666667,6.7,311.7,310,3,0,Under way using engine,False
2026-04-07 07:17:15.503936257 +0000 UTC,563073570,,PositionReport,1.248935,103.64863333333332,1.2,158.1,,-128,0,Under way using engine,True
2026-04-07 07:17:15.861937283 +0000 UTC,525004108,KMP.SIGINJAI,PositionReport,-6.592055,110.64722833333333,0,7.5,,-128,0,Under way using engine,True
2026-04-07 07:17:15.912254608 +0000 UTC,209527000,BEACHWAY,PositionReport,1.2309966666666667,103.81866333333333,1.7,79.5,79,127,0,Under way using engine,False
2026-04-07 07:17:15.988415268 +0000 UTC,525119148,TB BUANA ALPHA,PositionReport,1.2294699999999998,103.87601333333333,4.5,128.6,,-128,0,Under way using engine,True
2026-04-07 07:17:16.234500515 +0000 UTC,566287000,SEA HARVEST,PositionReport,1.2198883333333332,103.714485,0,281.3,58,0,0,Under way using engine,False
2026-04-07 07:17:16.531193444 +0000 UTC,352004745,NORSE SEQUEL,PositionReport,1.1872933333333333,103.86185,5.7,67.8,66,0,0,Under way using engine,True
2026-04-07 07:17:16.539648649 +0000 UTC,563184200,RUBICON NN22,PositionReport,1.2688216666666667,103.769515,0.5,217.1,,-128,0,Under way using engine,False
2026-04-07 07:17:16.640286439 +0000 UTC,525100705,ICON EFESUS I 17,PositionReport,-6.839626666666666,112.43477,0,124.2,,-128,1,At anchor,True
2026-04-07 07:17:16.716173164 +0000 UTC,352001488,SENTOSA 66,PositionReport,1.2134333333333334,103.91771666666666,5.6,73,65,0,0,Under way using engine,True
2026-04-07 07:17:17.163582688 +0000 UTC,563451000,ENTHRAL,PositionReport,1.27441,103.91764166666667,4.8,75.4,72,0,0,Under way using engine,False
2026-04-07 07:17:17.247776077 +0000 UTC,563087310,,PositionReport,1.290215,103.76075666666667,0.1,333.3,286,0,0,Under way using engine,True
2026-04-07 07:17:17.451831412 +0000 UTC,525008054,MT PANDAN,PositionReport,-10.184763333333333,123.50992666666666,0,360,,-128,1,At anchor,False
2026-04-07 07:17:17.559968889 +0000 UTC,564167000,HY AMBER,PositionReport,1.2314516666666668,103.87261,6.4,204,211,0,0,Under way using engine,False
2026-04-07 07:17:17.60837117 +0000 UTC,563027860,,StandardClassBPositionReport,1.1713766666666667,103.772305,0,34.4,,,,,True
2026-04-07 07:17:17.623690567 +0000 UTC,566717000,MARINA ARIEL,PositionReport,1.2594466666666666,103.79880499999999,6,58.9,,-128,12,Power-driven vessel pushing ahead/towing alongside,False
2026-04-07 07:17:17.701308318 +0000 UTC,563132700,CSM TAURUS,PositionReport,1.2553766666666666,103.78377,0,288.1,303,0,0,Under way using engine,False
2026-04-07 07:17:17.767656143 +0000 UTC,525013027,TANTO ALAM,PositionReport,-10.1685,123.51389999999999,0,176,,-128,1,At anchor,False
2026-04-07 07:17:17.890468677 +0000 UTC,525003221,,PositionReport,1.17462,103.55607499999999,0.3,287.6,303,0,3,Restricted manoeuvrability,True
2026-04-07 07:17:18.093674809 +0000 UTC,563314600,MAREX MIA,PositionReport,1.2496699999999998,103.79528333333333,0,26.5,110,0,1,At anchor,True
2026-04-07 07:17:18.33196193 +0000 UTC,525601836,TARAKASAMUDRA128,PositionReport,-6.84845,112.40586666666667,0,360,,-128,0,Under way using engine,True
2026-04-07 07:17:18.529121204 +0000 UTC,563087010,PSA PEGASUS,PositionReport,1.26276,103.77812999999999,1,93.5,129,0,0,Under way using engine,True
2026-04-07 07:17:18.688225504 +0000 UTC,566065000,GOLDEN ARANDA,PositionReport,1.2553066666666666,103.77131,5.7,318,309,0,0,Under way using engine,True
2026-04-07 07:17:18.953842872 +0000 UTC,525601594,TB AMADEUS 1,PositionReport,1.26315,103.8292,0,360,,-128,0,Under way using engine,True
2026-04-07 07:17:19.077092871 +0000 UTC,563265800,EVER VERVE,PositionReport,1.2558633333333333,103.76547166666666,12.3,143.1,145,5,0,Under way using engine,True
2026-04-07 07:17:19.210977482 +0000 UTC,563084440,ODETTE OASIS,PositionReport,1.2229983333333334,103.87264333333333,7.1,24.1,27,127,0,Under way using engine,False
2026-04-07 07:17:19.582631472 +0000 UTC,563076970,,StandardClassBPositionReport,1.230805,103.72916333333333,7.4,46.7,,,,,False
2026-04-07 07:17:19.732326242 +0000 UTC,566746000,,PositionReport,1.2960083333333332,103.954445,0,246.2,73,0,0,Under way using engine,False
2026-04-07 07:17:19.903966498 +0000 UTC,538007483,HYUNDAI UNITY,PositionReport,1.2098666666666666,103.9177,14.7,72,73,0,0,Under way using engine,True
2026-04-07 07:17:20.572048832 +0000 UTC,525020294,AHT TEGAP JAYA,PositionReport,-7.22935,113.44893333333333,0,306.7,269,0,0,Under way using engine,False
2026-04-07 07:17:20.738870275 +0000 UTC,447161000,GAS AL KUWAIT II,PositionReport,1.2197566666666666,103.921225,12.1,71.5,71,3,0,Under way using engine,False
2026-04-07 07:17:20.773365173 +0000 UTC,268268900,KIARA M,PositionReport,1.2771233333333332,103.91544833333334,0.2,203.8,97,0,1,At anchor,True
2026-04-07 07:17:20.777386616 +0000 UTC,525100705,ICON EFESUS I 17,PositionReport,-6.8396333333333335,112.43477,0,124.2,,-128,1,At anchor,True
2026-04-07 07:17:20.821133959 +0000 UTC,564412000,SUPREME,PositionReport,1.1998600000000001,103.73864,0,345.5,232,0,1,At anchor,True
2026-04-07 07:17:21.064152969 +0000 UTC,563002840,WAVEMASTER 5,PositionReport,1.2618533333333335,103.81788499999999,0,317,,-128,8,Under way sailing,False
2026-04-07 07:17:21.327129174 +0000 UTC,563092000,COMO,PositionReport,1.23427,103.68696666666666,0,145.1,,-128,0,Under way using engine,False
2026-04-07 07:17:21.845235377 +0000 UTC,563030850,MERLION 30,PositionReport,1.1976066666666665,103.75094,0.2,352.5,205,0,8,Under way sailing,False
2026-04-07 07:17:21.848392602 +0000 UTC,405000444,AKIJ HARMONY,PositionReport,1.2698166666666666,103.89594833333334,0.1,147,84,0,0,Under way using engine,True
2026-04-07 07:17:21.890272399 +0000 UTC,457676000,XIN LI 6,StandardClassBPositionReport,1.1605883333333333,103.69526333333333,7.2,302.9,,,,,False
2026-04-07 07:17:22.07399454 +0000 UTC,563056400,EMMA COSULICH,PositionReport,1.1954850000000001,103.74244666666667,0.2,197.8,237,0,0,Under way using engine,True
2026-04-07 07:17:22.114683936 +0000 UTC,413586730,JIAN HANG FENG DA,PositionReport,1.2407083333333333,103.79915333333334,0.1,353.5,241,0,1,At anchor,False
2026-04-07 07:17:22.28799048 +0000 UTC,311001204,AFRICAN NIGHTHAWK,PositionReport,1.2845883333333332,103.94809666666667,0.1,291.8,100,-6,1,At anchor,False
2026-04-07 07:17:22.635391494 +0000 UTC,312871000,SEA PELICAN,PositionReport,1.2482333333333335,103.77721333333334,6.5,327.3,,-128,15,Undefined (default),True
2026-04-07 07:17:22.690233414 +0000 UTC,563215500,ZEVIROUS,PositionReport,1.2380133333333334,103.73647,0,143.1,264,0,0,Under way using engine,False
2026-04-07 07:17:22.874354019 +0000 UTC,563056100,,PositionReport,1.2761966666666666,103.77593333333333,0,119.9,29,0,5,Moored,True
2026-04-07 07:17:23.318432732 +0000 UTC,564029000,CHANA BHUM,PositionReport,1.2782416666666667,103.89968666666667,0,133.3,89,40,1,At anchor,True
2026-04-07 07:17:23.340183676 +0000 UTC,525101263,GARDA MARITIM 3,PositionReport,-10.217596666666667,123.51795333333332,0,97.3,,-128,8,Under way sailing,False
2026-04-07 07:17:23.394023246 +0000 UTC,566474000,STRAITS ORACLE,PositionReport,1.1850200000000002,103.70246166666668,5.7,321.9,323,127,0,Under way using engine,False
2026-04-07 07:17:23.407134285 +0000 UTC,563204400,DILIGENCE,PositionReport,1.1884633333333334,103.75538,7,307.5,308,0,0,Under way using engine,False
2026-04-07 07:17:23.517860238 +0000 UTC,525005032,,PositionReport,1.1627733333333334,103.70082833333332,15.7,296.4,299,0,8,Under way sailing,False
2026-04-07 07:17:24.329059749 +0000 UTC,257507000,,PositionReport,1.220255,104.05502833333334,8.9,54.5,56,0,0,Under way using engine,True
2026-04-07 07:17:24.355888253 +0000 UTC,563069100,SALAMAH,PositionReport,1.2401799999999998,103.87768666666666,0,115,26,0,0,Under way using engine,False
2026-04-07 07:17:24.564151593 +0000 UTC,412351280,ZHONG TUO FEI CUI,PositionReport,1.1779783333333333,103.79596666666666,5.7,255.2,256,0,0,Under way using engine,False
2026-04-07 07:17:24.643628345 +0000 UTC,215137000,CMA CGM J.MADISON,PositionReport,1.1690166666666668,103.82003,10.3,64.4,64,0,0,Under way using engine,True
2026-04-07 07:17:24.810168198 +0000 UTC,636091575,HANSA  AUGSBURG,PositionReport,1.2711516666666667,103.78542999999999,0,122.3,30,5,5,Moored,False
2026-04-07 07:17:24.84319264 +0000 UTC,563190900,,PositionReport,1.298435,103.97456333333334,0.2,178.7,88,0,0,Under way using engine,False
2026-04-07 07:17:25.202448442 +0000 UTC,414877000,ZHONG GU CHENG DU,PositionReport,1.1851683333333334,103.82842000000001,13.5,250.4,250,-3,0,Under way using engine,False
2026-04-07 07:17:25.222243121 +0000 UTC,565102000,AYER CHERDAS,PositionReport,1.2575016666666667,103.84185666666667,0,248.8,,-128,8,Under way sailing,False
2026-04-07 07:17:25.367867506 +0000 UTC,566156000,QUEEN STAR 2,PositionReport,1.2619466666666668,103.81935166666668,0.1,336,,-128,0,Under way using engine,False
2026-04-07 07:17:25.621767418 +0000 UTC,525024416,TB CAPRICORN 80,StandardClassBPositionReport,1.2639850000000001,103.84308,0,0,,,,,True
2026-04-07 07:17:26.130224342 +0000 UTC,538010772,PETROBRAS 80,PositionReport,1.2551216666666667,103.60906,0,360,269,0,2,Not under command,True
2026-04-07 07:17:26.155212745 +0000 UTC,209527000,BEACHWAY,PositionReport,1.2310033333333334,103.81872833333334,1.4,82.6,82,127,0,Under way using engine,False
2026-04-07 07:17:26.207556741 +0000 UTC,566680000,VITALITY,PositionReport,1.1909966666666667,103.74639499999999,0.1,174.8,92,0,1,At anchor,False
2026-04-07 07:17:26.528394156 +0000 UTC,538008694,NEFELI.GR,PositionReport,1.2310366666666668,103.943465,5.3,66.2,69,0,0,Under way using engine,False
2026-04-07 07:17:26.820304331 +0000 UTC,563021100,KAI EI MARU 15,PositionReport,1.202675,103.81048666666668,8,343.9,338,0,0,Under way using engine,True
2026-04-07 07:17:26.939637083 +0000 UTC,357225000,MERCURY 5,PositionReport,1.2342966666666666,103.82072833333334,0,257.6,95,0,1,At anchor,False
2026-04-07 07:17:26.996015518 +0000 UTC,525750550,KT ANOMAN  1,StandardClassBPositionReport,-10.194008333333333,123.52693666666667,0,63.2,,,,,True
2026-04-07 07:17:27.404587724 +0000 UTC,255916085,,PositionReport,1.2599383333333334,104.00578,4.7,249.3,250,0,0,Under way using engine,True
2026-04-07 07:17:27.4174319 +0000 UTC,352006233,HMM SAGE,PositionReport,1.2728949999999999,103.75784333333333,2.8,313.4,311,-7,0,Under way using engine,False
2026-04-07 07:17:27.633000377 +0000 UTC,563751000,OCEAN RAIDER,PositionReport,1.2618816666666668,103.81978000000001,0.1,171.5,,-128,0,Under way using engine,True
2026-04-07 07:17:28.07406442 +0000 UTC,563021040,,PositionReport,1.233,103.65968666666666,17.9,141,,-128,0,Under way using engine,False
2026-04-07 07:17:28.209073213 +0000 UTC,538007725,CAPE AMIRA,PositionReport,1.1546133333333333,103.77959833333333,9.8,54.8,55,0,0,Under way using engine,True
2026-04-07 07:17:28.440086383 +0000 UTC,563275700,MARINA AMETHYST,PositionReport,1.2617216666666666,103.84552000000001,0,318.5,317,0,0,Under way using engine,False
2026-04-07 07:17:28.491511278 +0000 UTC,563141000,NOC 8,PositionReport,1.2241633333333333,103.71900166666666,0,180.5,,-128,1,At anchor,False
2026-04-07 07:17:28.819567588 +0000 UTC,565660000,,PositionReport,1.2982283333333333,103.96680833333333,0,244.3,82,0,1,At anchor,False
2026-04-07 07:17:28.97673024 +0000 UTC,563227800,SYUKUR,PositionReport,1.2584483333333334,103.82296666666666,0,360,,-128,2,Not under command,True
2026-04-07 07:17:29.413023935 +0000 UTC,563265800,EVER VERVE,PositionReport,1.255395,103.765795,12.3,143.4,145,5,0,Under way using engine,True
2026-04-07 07:17:30.022253585 +0000 UTC,533110592,LUNA,StandardClassBPositionReport,1.2647583333333332,103.81288833333333,0.1,360,,,,,True
2026-04-07 07:17:30.048774503 +0000 UTC,352001246,REGINA ISLAND,PositionReport,1.152325,103.70406,10.6,290.5,297,0,0,Under way using engine,True
2026-04-07 07:17:30.536536362 +0000 UTC,565996000,RADIANCE,PositionReport,1.2390066666666668,103.78942,4.1,334.6,,-128,0,Under way using engine,True
2026-04-07 07:17:30.957018259 +0000 UTC,447161000,GAS AL KUWAIT II,PositionReport,1.219965,103.92181000000001,12.1,71.8,70,-5,0,Under way using engine,False
2026-04-07 07:17:31.514064812 +0000 UTC,352005095,,PositionReport,1.0933750000000002,103.73099333333333,10.3,48.5,44,0,8,Under way sailing,False
2026-04-07 07:17:31.650512177 +0000 UTC,352004850,FLORA MARIS,PositionReport,1.2427516666666667,103.80790666666667,0,351.3,191,0,1,At anchor,False
2026-04-07 07:17:32.278312894 +0000 UTC,566000050,SCDF RED DOLPHIN,PositionReport,1.2564933333333335,103.84004833333333,0,119.3,61,0,5,Moored,False
2026-04-07 07:17:32.716318987 +0000 UTC,566639000,TRINITY,PositionReport,1.2237250000000002,103.68161333333335,0.4,61,45,0,8,Under way sailing,True
2026-04-07 07:17:32.7450026 +0000 UTC,563323700,MAJESTIC SERENITY,PositionReport,1.2619183333333335,103.81884833333334,0,6.8,267,0,8,Under way sailing,False
2026-04-07 07:17:32.876011882 +0000 UTC,538011325,ST MICHAEL,PositionReport,1.1902516666666665,103.58487833333334,10.1,280.3,280,0,0,Under way using engine,True
2026-04-07 07:17:33.009067514 +0000 UTC,563083790,GLORIA,PositionReport,1.2924766666666665,103.94717666666666,0.3,134.7,104,0,1,At anchor,False
2026-04-07 07:17:33.790554248 +0000 UTC,563083840,PSA GEMINI (NN75),PositionReport,1.271725,103.758565,2.7,356.5,353,-127,5,Moored,True
2026-04-07 07:17:34.368449884 +0000 UTC,563019670,CLEANSEAS FERRY 2,PositionReport,1.2239533333333334,103.791585,13.9,359.4,3,0,15,Undefined (default),True
2026-04-07 07:17:34.437590446 +0000 UTC,563026590,PANDUAN,PositionReport,1.2568233333333334,103.82877166666667,0,62.5,290,0,0,Under way using engine,True
2026-04-07 07:17:34.447404649 +0000 UTC,311001237,ERREA WITTU,PositionReport,1.295145,103.67896333333333,0,279.9,317,0,15,Undefined (default),True
2026-04-07 07:17:34.532194098 +0000 UTC,636020761,BARAKAH,PositionReport,1.2253716666666667,103.67873333333334,0.1,176.5,44,0,5,Moored,True
2026-04-07 07:17:34.710883094 +0000 UTC,563074570,VISION 225,PositionReport,1.2628783333333333,103.82840666666667,0,21.6,,-128,15,Undefined (default),True
2026-04-07 07:17:35.526322784 +0000 UTC,564886000,GRAZIA COSULICH,PositionReport,1.2704616666666666,103.76614500000001,0.2,243.6,303,0,0,Under way using engine,True
2026-04-07 07:17:35.650296904 +0000 UTC,413241940,HENG HUI 19,PositionReport,1.2414616666666667,103.81824666666667,0.2,292.3,188,0,1,At anchor,False
2026-04-07 07:17:35.660271332 +0000 UTC,563215600,,PositionReport,1.2405066666666669,103.72391999999999,6.4,79.9,92,127,0,Under way using engine,False
2026-04-07 07:17:35.704188725 +0000 UTC,563258400,MAJESTIC BOLD,PositionReport,1.2618133333333332,103.81880333333334,0,39.3,265,0,9,Reserved (HSC),False
2026-04-07 07:17:35.780274507 +0000 UTC,305496000,SLOMAN THETIS,PositionReport,1.1695616666666666,103.68400666666666,6.7,312,310,2,0,Under way using engine,False
2026-04-07 07:17:36.15738921 +0000 UTC,565459000,,PositionReport,1.24059,103.73231333333334,4.9,86.5,,-128,0,Under way using engine,False
2026-04-07 07:17:36.168031707 +0000 UTC,533131019,VICKY,StandardClassBPositionReport,1.26577,103.81244333333333,0.1,360,,,,,True
2026-04-07 07:17:36.287203435 +0000 UTC,533132115,ORKIM FORTITUDE,PositionReport,1.2604933333333332,103.72637833333333,0,63.4,65,0,0,Under way using engine,False
2026-04-07 07:17:36.58105536 +0000 UTC,565282000,THAMES,PositionReport,1.2031850000000002,103.82353833333333,6.5,94.3,89,0,0,Under way using engine,False
2026-04-07 07:17:37.035696563 +0000 UTC,563023490,,PositionReport,1.1990716666666665,103.74924,0.1,298.7,,-128,8,Under way sailing,True
2026-04-07 07:17:37.197890025 +0000 UTC,538005806,SUNNY APATITE,PositionReport,1.234445,103.90777166666666,10.1,281.6,294,20,0,Under way using engine,False
2026-04-07 07:17:37.513785801 +0000 UTC,564058426,NOBLE VALOUR,PositionReport,1.2569733333333335,103.77663,5.6,124.8,,-128,0,Under way using engine,True
2026-04-07 07:17:37.875226788 +0000 UTC,525101067,KENDHAGA NUSANTARA 7,PositionReport,-10.18687,123.51421333333333,0.2,201.1,,-128,1,At anchor,True
2026-04-07 07:17:38.025965971 +0000 UTC,563042900,,PositionReport,1.2652816666666666,103.93402333333333,7.3,276.2,275,0,1,At anchor,True
2026-04-07 07:17:38.063960141 +0000 UTC,525001108,KM.SABUK_NUSANTARA43,PositionReport,-10.194833333333333,123.52690833333332,0,274.5,,-128,8,Under way sailing,False
2026-04-07 07:17:38.581012766 +0000 UTC,564654000,PIL0T GP43,PositionReport,1.229575,103.79462666666667,1,301.8,,-128,0,Under way using engine,True
2026-04-07 07:17:38.660339693 +0000 UTC,533057100,ORKIM DISCOVERY,PositionReport,1.2551866666666667,103.80180666666666,0,231.4,133,0,1,At anchor,False
2026-04-07 07:17:38.834326327 +0000 UTC,525100954,MEGA DAYA 27,StandardClassBPositionReport,1.2626666666666668,103.82815166666666,0,0,,,,,True
2026-04-07 07:17:39.224051582 +0000 UTC,352004229,ASC GLORY,PositionReport,1.1941666666666668,103.88195,11.4,70,66,0,0,Under way using engine,False
2026-04-07 07:17:39.274595359 +0000 UTC,563105900,PSA MARVEL CS05,PositionReport,1.1718483333333334,103.77047833333333,0.5,27.8,26,-127,0,Under way using engine,False
2026-04-07 07:17:39.834542094 +0000 UTC,636017501,NORTH SEA,PositionReport,1.2399083333333332,103.75059666666667,0,245.8,263,0,5,Moored,True
2026-04-07 07:17:39.967461762 +0000 UTC,566133000,RESILIENT NN23,PositionReport,1.2608466666666667,103.72752,0.2,291.1,327,127,8,Under way sailing,False
2026-04-07 07:17:40.144689657 +0000 UTC,566500000,BATAM FAST19,PositionReport,1.2619283333333333,103.81974333333332,0.1,323.8,,-128,0,Under way using engine,True
2026-04-07 07:17:40.22802788 +0000 UTC,525900792,STB  01,PositionReport,1.2568566666666667,103.77173333333333,6.8,317.2,,-128,0,Under way using engine,True
2026-04-07 07:17:40.257374585 +0000 UTC,319198600,ANNABELLA,PositionReport,1.2450583333333334,103.84050833333335,0,191.5,84,0,5,Moored,False
2026-04-07 07:17:40.281823399 +0000 UTC,538006220,C FORCE,PositionReport,1.2626116666666667,103.97056166666667,6.3,228.8,230,0,0,Under way using engine,False
2026-04-07 07:17:40.503620998 +0000 UTC,538009421,COMMON LUCK,PositionReport,1.2627716666666666,103.924395,9.7,135,134,0,0,Under way using engine,True
2026-04-07 07:17:40.667285622 +0000 UTC,477013300,XIN HAI TONG 51,PositionReport,1.1945833333333333,103.59936666666667,10.7,279,283,0,0,Under way using engine,True
2026-04-07 07:17:41.475727848 +0000 UTC,565523000,HANTEK 3,PositionReport,1.2923583333333333,103.93369833333333,0,244.8,80,0,0,Under way using engine,False
2026-04-07 07:17:41.582959633 +0000 UTC,538006869,SA HORIZON,PositionReport,1.22398,103.57502500000001,0,232,293,0,1,At anchor,True
2026-04-07 07:17:41.621478451 +0000 UTC,241640000,DESERT DIGNITY,PositionReport,1.2522433333333334,103.95077500000001,2.6,22.6,33,10,0,Under way using engine,True
2026-04-07 07:17:41.902283125 +0000 UTC,564880000,KOTA HALUS,PositionReport,1.2761583333333335,103.75738333333334,0,207.7,121,0,5,Moored,False
2026-04-07 07:17:41.915238744 +0000 UTC,215141000,CMA CGM CORAL,PositionReport,1.2270150000000002,103.78760000000001,7.4,139.8,140,0,0,Under way using engine,True
2026-04-07 07:17:42.10140147 +0000 UTC,354331000,HOUYOSHI EXPRESS II,PositionReport,1.180605,103.7772,3.2,298.9,301,0,0,Under way using engine,False
2026-04-07 07:17:42.512293838 +0000 UTC,538012042,AZAMARA ONWARD,PositionReport,1.2621833333333332,103.81923333333334,0,114.4,90,0,5,Moored,True
2026-04-07 07:17:42.797833319 +0000 UTC,564425000,QUEEN STAR 5,PositionReport,1.24346,103.85533000000001,15.2,132.7,131,0,0,Under way using engine,False
2026-04-07 07:17:42.874216291 +0000 UTC,636016118,JOANNA,PositionReport,1.2836266666666667,103.76146833333334,0.4,212.9,116,0,0,Under way using engine,False
2026-04-07 07:17:43.917405451 +0000 UTC,525022259,TB.BS ALLIANCE,StandardClassBPositionReport,1.24251,103.79267833333333,3.6,104.3,,,,,True
2026-04-07 07:17:44.314361639 +0000 UTC,565209000,PARMELIA 1,PositionReport,1.1965816666666667,103.74911999999999,0.2,0,281,0,0,Under way using engine,True
2026-04-07 07:17:44.634061569 +0000 UTC,241971000,MARAN GAS ANTIPAROS,PositionReport,1.1643716666666668,103.76038833333334,0,339.2,41,4,0,Under way using engine,False
2026-04-07 07:17:44.881604841 +0000 UTC,525601262,KN.P 485,PositionReport,-6.87867,112.26853333333334,0,360,,-128,0,Under way using engine,False
2026-04-07 07:17:44.902060774 +0000 UTC,357197000,,PositionReport,1.174995,103.70784333333333,0,167.8,330,0,1,At anchor,True
2026-04-07 07:17:45.569569076 +0000 UTC,525015271,,PositionReport,-7.30531,113.20900666666667,1.9,71.2,,-128,15,Undefined (default),True
2026-04-07 07:17:45.620035327 +0000 UTC,312653000,BATAMINDO LEO,PositionReport,1.2644333333333333,103.84274666666667,0,294.5,,-128,0,Under way using engine,False
2026-04-07 07:17:45.782318009 +0000 UTC,457676000,XIN LI 6,PositionReport,1.1608833333333335,103.69448666666668,7.1,301.5,304,6,8,Under way sailing,False
2026-04-07 07:17:45.993780556 +0000 UTC,477100700,SC SCORPIO,PositionReport,1.1809066666666665,103.78266333333333,0,322.7,83,7,1,At anchor,True
2026-04-07 07:17:46.084752556 +0000 UTC,563083550,,PositionReport,1.1967883333333333,103.74437333333334,0,260.7,263,0,0,Under way using engine,True
2026-04-07 07:17:46.100639509 +0000 UTC,563221000,MARLIN SATU,PositionReport,1.2792633333333332,103.89643500000001,0.3,20.1,75,0,0,Under way using engine,False
2026-04-07 07:17:46.182868684 +0000 UTC,563080160,MPA GUARDIAN,PositionReport,1.2576916666666667,103.90036,10.3,55.2,56,-127,0,Under way using engine,False
2026-04-07 07:17:46.274426351 +0000 UTC,457658000,,StandardClassBPositionReport,1.2730966666666668,103.89229999999999,0.9,103.8,,,,,True
2026-04-07 07:17:46.661106742 +0000 UTC,565175000,PILOT GP45,PositionReport,1.2863016666666667,103.91279833333333,5.7,99.3,,-128,0,Under way using engine,False
2026-04-07 07:17:46.842139519 +0000 UTC,667002065,,PositionReport,-6.851746666666667,112.43735333333333,0,121.1,34,0,0,Under way using engine,False
2026-04-07 07:17:46.924180406 +0000 UTC,525501842,MV DEWI SAMUDERA XIX,PositionReport,-6.765183333333334,112.52073333333333,9.8,88.4,,-128,8,Under way sailing,True
2026-04-07 07:17:46.927321667 +0000 UTC,563086060,,PositionReport,1.2545849999999998,103.625055,0,79.6,273,0,0,Under way using engine,False
2026-04-07 07:17:47.327725196 +0000 UTC,563034080,,PositionReport,1.215095,103.73397,0,360,,-128,15,Undefined (default),True
2026-04-07 07:17:47.355037116 +0000 UTC,352001363,EVER CONSIST,PositionReport,1.2738266666666667,103.78470666666666,0,55.1,120,0,5,Moored,False
2026-04-07 07:17:47.674005142 +0000 UTC,542249110,SEA GULL,PositionReport,1.2678616666666669,103.85433333333334,6.7,5.4,,-128,0,Under way using engine,True
2026-04-07 07:17:47.846036609 +0000 UTC,232046110,KAHALA,PositionReport,1.2657999999999998,103.811515,0,38.7,235,0,5,Moored,False
2026-04-07 07:17:47.914084518 +0000 UTC,255916085,,PositionReport,1.2597716666666665,104.00532833333334,4.7,249.2,250,0,0,Under way using engine,True
2026-04-07 07:17:47.981174646 +0000 UTC,566611000,,PositionReport,1.1799416666666667,103.78491333333334,4.6,244.3,,-128,0,Under way using engine,True
2026-04-07 07:17:48.26250023 +0000 UTC,564743000,KST KIJANG,PositionReport,1.2387733333333335,103.75962166666666,0,1.1,,-128,0,Under way using engine,False
2026-04-07 07:17:48.597150723 +0000 UTC,457404000,SEA DRAGON 8,StandardClassBPositionReport,1.2621049999999998,103.82227166666667,1.6,87.3,,,,,True
2026-04-07 07:17:48.601532621 +0000 UTC,357926000,MSC BERYL,PositionReport,1.1510166666666668,103.78834333333333,12.7,55.5,56,0,0,Under way using engine,False
