timestamp_utc,mmsi,ship_name,message_type,imo_number,call_sign,vessel_name,ship_type_code,dim_a,dim_b,dim_c,dim_d,length_m,beam_m,draught_m,destination,eta_month,eta_day,eta_hour,eta_minute
2026-04-07 07:20:25.024836185 +0000 UTC,538006507,KHASAB SILVER,ShipStaticData,9718832,V7NT9,KHASAB SILVER,80,147,36,25,7,183,32,8.2,SG SIN PEBGC,3,27,11,30
2026-04-07 07:20:25.924060344 +0000 UTC,525901349,CRUZ,ShipStaticData,9582594,YDCM4,CRUZ,80,116,29,17,6,145,23,6.4,SG PWBGA,3,26,10,0
2026-04-07 07:20:26.227023939 +0000 UTC,440061000,HMM CHITTAGONG,ShipStaticData,9701293,D7AN,HMM CHITTAGONG,71,168,17,9,21,185,30,7.6,SGSIN(PWBGA),4,7,5,0
2026-04-07 07:20:27.159150614 +0000 UTC,412379040,YUN XIANG 61,ShipStaticData,1120912,BQJN9,YUN XIANG 61,80,94,21,4,13,115,17,6.8,SINGAPORE,4,5,22,0
2026-04-07 07:20:29.328604164 +0000 UTC,525018042,TB SABANG 51,StaticDataReport,,,TB SABANG 51,,0,0,0,0,,,,,,,,
2026-04-07 07:20:34.256007569 +0000 UTC,563258400,MAJESTIC BOLD,ShipStaticData,1073133,9VBV9,MAJESTIC BOLD,40,30,9,2,8,39,10,0,HARBOUR FRONT,4,7,8,40
2026-04-07 07:20:36.266268567 +0000 UTC,538005060,NAVE ATROPOS,ShipStaticData,9638563,V7AS4,NAVE ATROPOS,89,194,34,23,9,228,32,12.9,SG SING PWBG A,4,6,2,0
2026-04-07 07:20:39.67715795 +0000 UTC,563086920,RIKKA,ShipStaticData,1105792,9VCZ9,RIKKA,80,77,13,4,12,90,16,5,AEPB,3,7,9,30
2026-04-07 07:20:39.812398551 +0000 UTC,563040616,COASTLINK 7,StaticDataReport,,,COASTLINK 7,,0,0,0,0,,,,,,,,
2026-04-07 07:20:40.412497161 +0000 UTC,563026590,PANDUAN,ShipStaticData,9714549,9V2429,PANDUAN,53,15,20,5,5,35,10,2.3,SINGAPORE,12,15,12,0
2026-04-07 07:20:42.841705922 +0000 UTC,565974000,NEW GRACE,ShipStaticData,9459682,9VPN7,NEW GRACE,80,87,23,14,4,110,18,4,BUKOM,4,6,12,0
2026-04-07 07:20:43.02886644 +0000 UTC,352001488,SENTOSA 66,ShipStaticData,9230141,3E2505,SENTOSA 66,70,193,32,14,18,225,32,13.4,SG PEBGB,4,7,15,0
2026-04-07 07:20:43.186246376 +0000 UTC,352001363,EVER CONSIST,ShipStaticData,9919450,3E2121,EVER CONSIST,70,131,40,9,19,171,28,8.7,PEBGA,4,7,4,0
2026-04-07 07:20:43.935848031 +0000 UTC,564654000,PIL0T GP43,ShipStaticData,0,SP1346D,PIL0T GP43,60,10,5,2,2,15,4,1.4,BRANI,0,0,24,60
2026-04-07 07:20:44.254258069 +0000 UTC,355929000,YUYO 2,ShipStaticData,9881196,HO9831,YUYO 2,52,134,24,2,7,158,9,4.2,"AWW,SINGAPORE",3,4,14,30
2026-04-07 07:20:44.369435922 +0000 UTC,563037950,VERONICA II,StaticDataReport,,,VERONICA II,,0,0,0,0,,,,,,,,
2026-04-07 07:20:44.757534759 +0000 UTC,525018301,TSHD KING RICHARD 8,ShipStaticData,7382146,JZOQ,TSHD KING RICHARD 8,33,70,14,6,7,84,13,4.3,ID LAMONGAN,1,15,6,0
2026-04-07 07:20:45.407404529 +0000 UTC,457586000,JOLLY ROBERTO,StaticDataReport,,,JOLLY ROBERTO,,0,0,0,0,,,,,,,,
2026-04-07 07:20:47.693888421 +0000 UTC,566065000,GOLDEN ARANDA,ShipStaticData,9601211,9V8557,GOLDEN ARANDA,80,54,15,2,11,69,13,4.8,ASPP,4,7,15,55
2026-04-07 07:20:57.260453696 +0000 UTC,563081110,,StaticDataReport,,9V8580,,60,12,16,5,4,28,9,,,,,,
2026-04-07 07:20:57.619367039 +0000 UTC,563084430,,StaticDataReport,,,,37,11,4,3,2,15,5,,,,,,
2026-04-07 07:20:57.851323091 +0000 UTC,518998488,PAIZA ONE,ShipStaticData,9902500,E5U4468,PAIZA ONE,37,30,14,4,5,44,9,3,KEPPEL MARINA,4,5,21,30
2026-04-07 07:20:58.064350622 +0000 UTC,563002840,WAVEMASTER 5,ShipStaticData,9257888,9V6136,WAVEMASTER 5,40,100,0,15,15,,30,2.1,SINGAPORE,4,7,8,30
2026-04-07 07:21:05.989445023 +0000 UTC,412493000,YUN QUE ZUO,ShipStaticData,9487172,BQJV7,YUN QUE ZUO,80,204,41,33,9,245,42,15.2,AEBC,4,4,9,30
2026-04-07 07:21:06.744235345 +0000 UTC,563081020,,StaticDataReport,,9V8579,,60,12,16,5,4,28,9,,,,,,
2026-04-07 07:21:07.440318618 +0000 UTC,563026590,PANDUAN,ShipStaticData,9714549,9V2429,PANDUAN,53,15,20,5,5,35,10,2.3,SINGAPORE,12,15,12,0
2026-04-07 07:21:07.471461526 +0000 UTC,624021000,JIGJIGA,ShipStaticData,9617404,ETJJ,JIGJIGA,70,150,16,10,17,166,27,8.3,SGSIN PEBGA,4,7,8,15
2026-04-07 07:21:07.999163444 +0000 UTC,636021474,LITTLEMILL,ShipStaticData,9809083,5LEC4,LITTLEMILL,80,112,27,3,17,139,20,5.2,SINGAPORE,4,4,1,0
2026-04-07 07:21:09.104836215 +0000 UTC,319151100,BURRI,ShipStaticData,9787948,ZGHZ4,BURRI,80,224,25,27,17,249,44,8.5,SG SIN / PEBGC,4,6,4,45
2026-04-07 07:21:09.441160117 +0000 UTC,566385000,MARINE GAIA,ShipStaticData,9438315,9V9175,MARINE GAIA,80,75,25,14,4,100,18,7.5,AEPB/C,4,7,6,0
2026-04-07 07:21:09.608253946 +0000 UTC,572771220,BRITOIL DEFENDER,ShipStaticData,9503043,T2EC6,BRITOIL DEFENDER,90,15,61,4,13,76,17,5,AEW ANCHORAGE,2,28,18,0
2026-04-07 07:21:11.215436127 +0000 UTC,636022036,MONICA,ShipStaticData,9971006,5LGW5,MONICA,70,132,40,20,7,172,27,10,PEBGA,4,6,22,0
2026-04-07 07:21:12.72819048 +0000 UTC,477708200,KENZEN,ShipStaticData,9901788,VRUA9,KENZEN,70,172,28,21,11,200,32,8.7,SG SIN,3,17,1,0
2026-04-07 07:21:14.907039497 +0000 UTC,563021460,PILOT GP57,ShipStaticData,0,SP1396J,PILOT GP57,50,6,9,3,2,15,5,0,PSA MARINE SG,0,0,24,60
2026-04-07 07:21:16.113540611 +0000 UTC,566687000,STRAITS HARMONY,ShipStaticData,9647916,9V3188,STRAITS HARMONY,84,65,5,7,7,70,14,5.4,AEPB,4,7,14,0
2026-04-07 07:21:17.423946602 +0000 UTC,563040267,KM 33,StaticDataReport,,,KM 33,,0,0,0,0,,,,,,,,
2026-04-07 07:21:17.878875418 +0000 UTC,563186900,SRIWANGI II,ShipStaticData,9313096,9V8824,SRIWANGI II,89,116,31,19,4,147,23,6.4,PEBGC,4,4,9,0
2026-04-07 07:21:21.351172606 +0000 UTC,565771000,KOTA SEJATI,ShipStaticData,9681259,9V2127,KOTA SEJATI,70,179,49,7,30,228,37,12.3,IDJKT,4,9,13,0
2026-04-07 07:21:21.786036131 +0000 UTC,636025995,DOKOS,ShipStaticData,9318072,A8BY2,DOKOS,80,229,45,31,17,274,48,10.4,SG AEPA,4,7,2,30
2026-04-07 07:21:22.838204534 +0000 UTC,563208100,MAPLE,ShipStaticData,9985318,9V8636,MAPLE,80,78,17,3,12,95,15,5.6,"OMU,SIN",4,7,16,0
2026-04-07 07:21:27.587165118 +0000 UTC,564058426,NOBLE VALOUR,ShipStaticData,8407908,9V7163,NOBLE VALOUR,52,8,18,4,4,26,8,0,,0,0,0,0
2026-04-07 07:21:27.766524859 +0000 UTC,563034750,FORCE,StaticDataReport,,,FORCE,,0,0,0,0,,,,,,,,
2026-04-07 07:21:27.85625881 +0000 UTC,525601262,KN.P 485,ShipStaticData,0,,KN.P 485,99,0,0,0,0,,,0,BRONDONG,12,14,11,27
2026-04-07 07:21:28.948402782 +0000 UTC,566500000,BATAM FAST19,ShipStaticData,9103946,9V9612,BATAM FAST19,60,0,0,0,0,,,0.9,BTM SGP,4,7,19,30
2026-04-07 07:21:36.748927706 +0000 UTC,311001237,ERREA WITTU,ShipStaticData,9989479,C6GG2,ERREA WITTU,99,318,21,9,55,339,64,0,,0,0,0,0
2026-04-07 07:21:38.252358374 +0000 UTC,305025400,QUEEN CASSIOPEIA,ShipStaticData,9333591,V2C2025,QUEEN CASSIOPEIA,80,233,55,9,35,288,44,9,SGSIN PWBGA,3,15,10,0
2026-04-07 07:21:39.453493997 +0000 UTC,564966000,HAFNIA PANTHER,ShipStaticData,9694464,9V2552,HAFNIA PANTHER,80,149,34,6,26,183,32,10.5,SG AWPB,6,3,12,0
2026-04-07 07:21:42.711856803 +0000 UTC,565282000,THAMES,ShipStaticData,9554286,9V7701,THAMES,80,86,29,9,8,115,17,7.6,AEPB/C,4,6,23,59
2026-04-07 07:21:44.118870519 +0000 UTC,636024881,BOUBOULINA,ShipStaticData,9298753,5LUT2,BOUBOULINA,80,231,43,31,19,274,50,9.5,"SG PEBG""B""",4,4,6,0
2026-04-07 07:21:44.519762845 +0000 UTC,225372000,SESTAO KNUTSEN,ShipStaticData,9338797,ECBK,SESTAO KNUTSEN,84,226,58,21,22,284,43,9.5,ASSPU,4,1,6,0
2026-04-07 07:21:49.970358048 +0000 UTC,564375000,MARLIN TIGA,ShipStaticData,9675133,9VDF,MARLIN TIGA,80,72,18,5,11,90,16,5,S'PORE,8,17,18,0
2026-04-07 07:21:51.16535319 +0000 UTC,533132541,,StaticDataReport,,9M3041,,36,8,9,5,4,17,9,,,,,,
2026-04-07 07:21:51.965946065 +0000 UTC,538008858,VELOS SAPPHIRE,ShipStaticData,9321201,V7A2841,VELOS SAPPHIRE,89,190,37,15,17,227,32,7.2,PAX OCEAN,4,2,17,0
2026-04-07 07:21:53.55815568 +0000 UTC,432634000,ENERGY NAVIGATOR,ShipStaticData,9355264,7JCK,ENERGY NAVIGATOR,80,233,56,32,17,289,49,9.7,SG SIN PGBG,4,5,22,0
2026-04-07 07:21:56.777612042 +0000 UTC,525025043,MERATUS BARITO,ShipStaticData,9458547,PMHF,MERATUS BARITO,0,10,96,10,10,106,20,2.8,DPL LAMONGAN,4,5,8,34
2026-04-07 07:21:56.944578337 +0000 UTC,563321500,MAERSK CRETE,ShipStaticData,9786190,S6UP2,MAERSK CRETE,89,146,37,23,9,183,32,10,AWQI ANCHORAGE,4,3,6,0
2026-04-07 07:21:58.54340274 +0000 UTC,533110699,WAVESHARK,StaticDataReport,,,WAVESHARK,,0,0,0,0,,,,,,,,
2026-04-07 07:21:59.95884442 +0000 UTC,538007095,FRONT DUCHESS,ShipStaticData,9771341,V7WO6,FRONT DUCHESS,80,281,52,23,37,333,60,11,SGP-PEBGB,4,5,20,0
2026-04-07 07:22:03.077702446 +0000 UTC,636017971,HALLEY,ShipStaticData,9275062,A8EG9,HALLEY,74,15,194,15,15,209,30,9.1,SGSIN PWBGA,4,7,2,30
2026-04-07 07:22:04.182549639 +0000 UTC,525019644,SUCCESSCHALLENGER37,ShipStaticData,9147435,YGXD,SUCCESSCHALLENGER37,83,0,0,0,0,,,8,TUBAN,12,8,5,0
2026-04-07 07:22:05.549450696 +0000 UTC,533131019,VICKY,StaticDataReport,,,VICKY,,0,0,0,0,,,,,,,,
2026-04-07 07:22:06.116727456 +0000 UTC,563132700,CSM TAURUS,ShipStaticData,9672246,9V7051,CSM TAURUS,80,69,22,7,7,91,14,5.4,AEPB/C,4,7,16,40
2026-04-07 07:22:06.629119244 +0000 UTC,533132115,ORKIM FORTITUDE,ShipStaticData,9568043,9M2503,ORKIM FORTITUDE,80,147,33,12,20,180,32,9.8,PEBGC SINGAPORE,4,7,3,0
2026-04-07 07:22:07.296122692 +0000 UTC,566724000,MERLION 25,ShipStaticData,9537202,9V9855,MERLION 25,80,40,23,4,9,63,13,4.8,AEPB,3,5,10,0
2026-04-07 07:22:09.315288831 +0000 UTC,212031000,ANL BURRUP TRADER,ShipStaticData,9383481,5BEN2,ANL BURRUP TRADER,70,96,21,7,13,117,20,5.2,SG PEBGA,4,6,10,0
2026-04-07 07:22:11.748399727 +0000 UTC,341268000,HTS MASTER,StaticDataReport,,,HTS MASTER,,0,0,0,0,,,,,,,,
2026-04-07 07:22:11.83165136 +0000 UTC,538009232,CL XUNYANG,ShipStaticData,9718088,V7A4484,CL XUNYANG,89,152,31,8,24,183,32,11,SG SIN AWW,4,3,18,45
2026-04-07 07:22:12.386507959 +0000 UTC,563083840,PSA GEMINI (NN75),ShipStaticData,9998169,9V9801,PSA GEMINI (NN75),52,13,17,7,5,30,12,4.8,WCB,7,20,2,0
2026-04-07 07:22:13.261545688 +0000 UTC,525019114,SINAR HARAPAN-78,StaticDataReport,,,SINAR HARAPAN-78,,0,0,0,0,,,,,,,,
2026-04-07 07:22:14.245542952 +0000 UTC,572771220,BRITOIL DEFENDER,ShipStaticData,9503043,T2EC6,BRITOIL DEFENDER,90,15,61,4,13,76,17,5,AEW ANCHORAGE,2,28,18,0
2026-04-07 07:22:14.777514816 +0000 UTC,533132391,PUSAKA GEMILANG,ShipStaticData,9553945,9M2715,PUSAKA GEMILANG,80,78,19,4,12,97,16,4.6,"PWBGA, SINGAPORE",4,6,7,0
2026-04-07 07:22:15.767056309 +0000 UTC,563026590,PANDUAN,ShipStaticData,9714549,9V2429,PANDUAN,53,15,20,5,5,35,10,2.3,SINGAPORE,12,15,12,0
2026-04-07 07:22:15.856390434 +0000 UTC,563287600,CMA CGM MEXICO,ShipStaticData,9839911,9V3241,CMA CGM MEXICO,71,110,255,29,22,365,51,14.7,COLOMBO,4,11,12,30
2026-04-07 07:22:17.809107255 +0000 UTC,563129100,BRASSAVOLA,ShipStaticData,9880764,9V5397,BRASSAVOLA,84,103,13,6,16,116,22,6.4,RAFFLES RESERVE ANCH,4,5,8,8
2026-04-07 07:22:17.892344894 +0000 UTC,563056400,EMMA COSULICH,ShipStaticData,9825049,9V5469,EMMA COSULICH,80,92,23,6,13,115,19,7,ARP,9,5,12,0
2026-04-07 07:22:19.264816006 +0000 UTC,477744100,MAPLE FORTUNE,ShipStaticData,9473432,VRGE4,MAPLE FORTUNE,70,155,25,20,8,180,28,5.9,AUKWI,4,15,4,0
2026-04-07 07:22:20.173066285 +0000 UTC,563273200,STARGAZE,ShipStaticData,9843675,9VMO4,STARGAZE,80,116,24,4,16,140,20,5.5,SG_PEBGC,4,7,3,0
2026-04-07 07:22:22.028039152 +0000 UTC,241614000,MINERVA OLYMPIA,ShipStaticData,9787194,SVDA4,MINERVA OLYMPIA,89,214,36,28,16,250,44,12.8,SG SIN(PEBGB),5,4,0,1
2026-04-07 07:22:23.398311068 +0000 UTC,563060900,BTS SUMMER,ShipStaticData,9434694,9V5894,BTS SUMMER,80,101,27,9,11,128,20,6,SGP AWPB,4,6,8,0
2026-04-07 07:22:24.465212639 +0000 UTC,354077000,LONGHUNG 5,ShipStaticData,9376933,3FJR4,LONGHUNG 5,80,102,25,7,13,127,20,4.8,PEBGC SG SIN,3,22,13,45
2026-04-07 07:22:25.449234144 +0000 UTC,564269000,LITA RANGER,StaticDataReport,,,LITA RANGER,,0,0,0,0,,,,,,,,
2026-04-07 07:22:26.040705003 +0000 UTC,357276000,DONG MINH,ShipStaticData,9180035,3FET9,DONG MINH,70,145,24,10,18,169,28,9.9,SG JUR,4,7,7,0
2026-04-07 07:22:26.808042621 +0000 UTC,563009046,NOBLE JADE TG40,StaticDataReport,,,NOBLE JADE TG40,,0,0,0,0,,,,,,,,
2026-04-07 07:22:27.294596844 +0000 UTC,564167000,HY AMBER,ShipStaticData,9678666,9V9643,HY AMBER,83,30,13,7,5,43,12,3,AEPB,11,23,2,30
2026-04-07 07:22:27.324820717 +0000 UTC,563169200,INTERASIA ENGAGE,ShipStaticData,9771664,9V8377,INTERASIA ENGAGE,70,166,20,15,20,186,35,10.9,IDSUB,4,9,5,30
2026-04-07 07:22:27.420075793 +0000 UTC,525101668,DAYA ARMADA 01,ShipStaticData,9250921,YDBW2,DAYA ARMADA 01,80,67,36,2,13,103,15,4.5,LAMONGAN,2,18,18,0
2026-04-07 07:22:31.220633309 +0000 UTC,563087340,,StaticDataReport,,1300,,0,0,0,0,0,,,,,,,,
2026-04-07 07:22:31.491299142 +0000 UTC,563041486,SHARED ESCAPE,StaticDataReport,,,SHARED ESCAPE,,0,0,0,0,,,,,,,,
2026-04-07 07:22:33.13617384 +0000 UTC,457618000,HAI BAO,ShipStaticData,0,JVRP8,HAI BAO,70,48,8,4,4,56,8,3.2,JURONG PORT SG,4,7,10,0
2026-04-07 07:22:33.53736417 +0000 UTC,563102300,GOLDEN AUSTRALIS,ShipStaticData,9882748,9V5189,GOLDEN AUSTRALIS,80,106,21,15,6,127,21,8.7,SG SIN PEBGC,3,21,9,30
2026-04-07 07:22:33.748470849 +0000 UTC,563033100,MARINE ZAMBEZI,ShipStaticData,9809887,9V5163,MARINE ZAMBEZI,80,75,15,4,13,90,17,5.6,AESPA,4,7,7,30
2026-04-07 07:22:33.775166379 +0000 UTC,563077900,EAGLE LIKA,ShipStaticData,9855707,9V8409,EAGLE LIKA,80,91,22,1,18,113,19,7.1,ASSPU,4,7,5,0
2026-04-07 07:22:33.852571617 +0000 UTC,533056200,ORKIM CHALLENGER,ShipStaticData,9564372,9MLK9,ORKIM CHALLENGER,80,105,15,10,10,120,20,5.3,SIN_PEBGC,3,5,15,30
2026-04-07 07:22:34.317109051 +0000 UTC,314177000,STAR MERLIN,ShipStaticData,9325609,8PRL,STAR MERLIN,80,152,34,21,11,186,32,7,SG SIN AESPA,3,20,4,0
2026-04-07 07:22:34.348699002 +0000 UTC,525300009,MV RYOKO 8,ShipStaticData,9015096,YCNI2,MV RYOKO 8,0,104,16,8,0,120,,6.8,MAKASSAR,3,27,17,0
2026-04-07 07:22:35.186752103 +0000 UTC,525119201,KYLIE S,ShipStaticData,9444120,YDQY2,KYLIE S,52,11,49,11,5,60,16,4.2,TADDAN PORT,3,20,7,30
2026-04-07 07:22:35.5384645 +0000 UTC,533130968,THE MAGGIE,StaticDataReport,,,THE MAGGIE,,0,0,0,0,,,,,,,,
2026-04-07 07:22:36.790305425 +0000 UTC,636026066,MSC MIRA V,ShipStaticData,9292266,A8GR7,MSC MIRA V,71,210,84,16,16,294,32,7.5,SGSIN_TUAS,4,7,6,0
2026-04-07 07:22:37.597214032 +0000 UTC,563086270,SEVERN,ShipStaticData,9738430,9V7161,SEVERN,80,48,5,11,4,53,15,4.6,AEPB,3,26,18,1
2026-04-07 07:22:40.51908838 +0000 UTC,477013300,XIN HAI TONG 51,ShipStaticData,9617961,VRIG5,XIN HAI TONG 51,70,162,28,9,23,190,32,11.6,GH-TEM,5,5,17,0
2026-04-07 07:22:43.446761522 +0000 UTC,563215500,ZEVIROUS,ShipStaticData,9995662,9V8799,ZEVIROUS,80,62,13,6,6,75,12,4.6,OTS9,4,7,7,0
2026-04-07 07:22:44.262617684 +0000 UTC,518100792,,StaticDataReport,,E5U3703,,59,9,10,2,3,19,5,,,,,,
2026-04-07 07:22:45.019981196 +0000 UTC,533133686,,StaticDataReport,,9M4159,,37,10,20,2,5,30,7,,,,,,
2026-04-07 07:22:45.425607075 +0000 UTC,636017501,NORTH SEA,ShipStaticData,9760495,D5LG9,NORTH SEA,89,198,30,15,25,228,40,9,SGSIN ARAFR,4,6,16,24
2026-04-07 07:22:46.285825387 +0000 UTC,533110592,LUNA,StaticDataReport,,,LUNA,,0,0,0,0,,,,,,,,
2026-04-07 07:22:46.654109345 +0000 UTC,311001237,ERREA WITTU,ShipStaticData,9989479,C6GG2,ERREA WITTU,99,318,21,9,55,339,64,0,,0,0,0,0
2026-04-07 07:22:47.807649531 +0000 UTC,563082830,,StaticDataReport,,,,52,0,0,0,0,,,,,,,,
2026-04-07 07:22:49.699067491 +0000 UTC,563085830,EAGLEWINGS V,StaticDataReport,,,EAGLEWINGS V,,0,0,0,0,,,,,,,,
2026-04-07 07:22:51.127590887 +0000 UTC,636021434,PACIFIC INTEGRITY,ShipStaticData,9469780,5LDX4,PACIFIC INTEGRITY,79,127,21,13,10,148,23,6.6,PEBGA,3,27,16,15
2026-04-07 07:22:57.01294974 +0000 UTC,565951000,RELIANT CS01,ShipStaticData,9727338,9V3108,RELIANT CS01,52,12,19,5,6,31,11,5.2,VAR,12,15,20,0
2026-04-07 07:22:57.557868291 +0000 UTC,352005622,THEA,ShipStaticData,9298284,3E8853,THEA,80,188,40,22,10,228,32,10.3,PEBGB,3,22,17,0
2026-04-07 07:22:57.856713038 +0000 UTC,564880000,KOTA HALUS,ShipStaticData,9238612,9V8258,KOTA HALUS,70,130,29,15,10,159,25,8.9,SGSIN PWBGA,4,6,11,45
2026-04-07 07:22:58.041061257 +0000 UTC,574002000,LS NEPTUNE,ShipStaticData,9337339,XVLG7,LS NEPTUNE,82,141,42,7,25,183,32,8,PWBGB-SGP,4,5,11,45
2026-04-07 07:22:59.481300523 +0000 UTC,636024183,STENSTRAUM,ShipStaticData,9187394,D5YF5,STENSTRAUM,80,116,29,0,21,145,,8,SINGAPORE,4,6,5,30
2026-04-07 07:23:01.131185271 +0000 UTC,563294700,EM SHONA,ShipStaticData,1072660,9VBA5,EM SHONA,80,97,18,5,14,115,19,7.1,SG-ASPP,4,7,7,0
2026-04-07 07:23:01.723140098 +0000 UTC,636019337,FSL KELANG,ShipStaticData,9845049,D5UB2,FSL KELANG,70,158,14,17,7,172,24,7.8,SGSIN,4,7,6,0
2026-04-07 07:23:02.769100873 +0000 UTC,525601594,TB AMADEUS 1,ShipStaticData,1031642,YDC3668,TB AMADEUS 1,52,8,15,2,5,23,7,0,SINGAPORE,0,0,0,0
2026-04-07 07:23:03.308095293 +0000 UTC,525113024,LUMOSO KASIH,ShipStaticData,9875238,YDAT2,LUMOSO KASIH,70,199,30,21,11,229,32,7.4,WAITING INSTRUCTION,4,4,19,0
2026-04-07 07:23:03.825201954 +0000 UTC,440378000,HMM HERITAGE,ShipStaticData,9712369,D7HX,HMM HERITAGE,71,130,42,20,8,172,28,8.8,THLCH>>SGSIN EPBGA,4,7,6,0
2026-04-07 07:23:03.973998787 +0000 UTC,525100954,,StaticDataReport,,YDA3978,,52,5,16,3,4,21,7,,,,,,
2026-04-07 07:23:06.20883692 +0000 UTC,572133210,EM 33,StaticDataReport,,,EM 33,,0,0,0,0,,,,,,,,
2026-04-07 07:23:07.401090749 +0000 UTC,205083000,BOKA TIAMAT,ShipStaticData,9792527,ORUE,BOKA TIAMAT,79,40,58,10,10,98,20,5.6,AEW,3,31,17,30
2026-04-07 07:23:08.098424062 +0000 UTC,525101021,KN SAR ANTAREJA,ShipStaticData,0,,KN SAR ANTAREJA,51,10,30,3,7,40,10,0,KUPANGANCH,1,14,20,22
2026-04-07 07:23:10.376655128 +0000 UTC,636024677,MUGELLO,ShipStaticData,1030040,5LTT9,MUGELLO,80,191,37,23,13,228,36,7.8,MY TPP>SG PWBGA,4,7,4,0
2026-04-07 07:23:11.562548623 +0000 UTC,563127800,ES JEWEL,ShipStaticData,9507166,9V5391,ES JEWEL,80,111,27,6,15,138,21,5.4,SG AWW,3,29,9,0
2026-04-07 07:23:13.033557497 +0000 UTC,352004850,FLORA MARIS,ShipStaticData,9423906,3E7083,FLORA MARIS,82,157,32,8,24,189,32,9.2,SG SIN-PEBGC,3,31,22,30
2026-04-07 07:23:14.089353039 +0000 UTC,525901488,VINTARI,ShipStaticData,9341017,JVTL8,VINTARI,0,54,17,3,9,71,12,3.8,ALAK_TENAU,4,7,2,0
2026-04-07 07:23:14.634225851 +0000 UTC,477854400,SILVER HESSA,ShipStaticData,9718868,VRPS6,SILVER HESSA,80,147,36,24,8,183,32,8.8,SINGAPORE PWBGA,4,6,12,0
2026-04-07 07:23:15.110091537 +0000 UTC,563315800,PINNACLE OF MAJESTIC,ShipStaticData,1114652,9VEE6,PINNACLE OF MAJESTIC,40,10,32,9,1,42,10,0,SINGAPORE - RFT,4,7,7,50
2026-04-07 07:23:15.862122066 +0000 UTC,563265800,EVER VERVE,ShipStaticData,9951018,9V7822,EVER VERVE,71,162,48,12,23,210,35,11.4,PHMNL,4,15,9,0
2026-04-07 07:23:17.632437658 +0000 UTC,525600143,DELTA AYU 338,StaticDataReport,,,DELTA AYU 338,,0,0,0,0,,,,,,,,
2026-04-07 07:23:19.433707105 +0000 UTC,447161000,GAS AL KUWAIT II,ShipStaticData,9329710,9KEF,GAS AL KUWAIT II,80,187,38,26,10,225,36,8,CNDGG-SGSIN PGBG,7,4,8,0
2026-04-07 07:23:19.748693827 +0000 UTC,477890700,OOCL FELIXSTOWE,ShipStaticData,9922512,VRVN7,OOCL FELIXSTOWE,71,131,268,44,17,399,61,13.2,BE ZEE>SG SIN,4,6,2,0
2026-04-07 07:23:19.785528911 +0000 UTC,566392000,DEBONAIR,ShipStaticData,9635066,9V9453,DEBONAIR,88,68,24,10,10,92,20,7.4,AESPA,4,7,15,30
2026-04-07 07:23:22.734212809 +0000 UTC,563021070,PILOT GP53,ShipStaticData,0,SP1394D,PILOT GP53,0,8,5,0,0,13,,1.8,SINGAPORE,0,0,24,60
2026-04-07 07:23:23.401956459 +0000 UTC,566623000,RESOLUTE NN24,ShipStaticData,9727687,9V3113,RESOLUTE NN24,99,16,16,6,6,32,12,4.6,SINGAPORE,11,21,7,0
2026-04-07 07:23:24.165387643 +0000 UTC,525000088,KM.TAWAKAL,ShipStaticData,0,1234567,KM.TAWAKAL,30,3,3,5,5,6,10,0,,0,0,0,0
2026-04-07 07:23:24.411655752 +0000 UTC,525125027,MERATUS PMTSIANTAR,ShipStaticData,9371892,YDFW2,MERATUS PMTSIANTAR,70,110,7,2,18,117,20,6.8,ID KOE *_*,4,1,11,0
2026-04-07 07:23:25.522501795 +0000 UTC,525200075,CAMARA NUSANTARA 6,ShipStaticData,9855094,YCDC2,CAMARA NUSANTARA 6,71,0,0,0,0,,,4.5,KUPANG,4,5,2,0
2026-04-07 07:23:25.824655283 +0000 UTC,538010896,FRONT MAINE,ShipStaticData,9898553,V7A6288,FRONT MAINE,80,281,55,29,31,336,60,11,SGSIN PEBGC,4,6,16,1
2026-04-07 07:23:26.600601714 +0000 UTC,574004420,APOLLO,ShipStaticData,9321964,XVGP7,APOLLO,80,201,37,15,27,238,42,8,SINGAPORE,3,4,10,30
2026-04-07 07:23:26.750490171 +0000 UTC,525101263,GARDA MARITIM 3,ShipStaticData,9910686,YCZX2,GARDA MARITIM 3,68,45,15,13,1,60,14,2,BOLOK-KUPANG,5,25,23,0
2026-04-07 07:23:26.891348885 +0000 UTC,241393000,MARAN TAURUS,ShipStaticData,9519494,SVCG3,MARAN TAURUS,80,282,51,36,24,333,60,11,SG SIN,4,4,19,30
2026-04-07 07:23:28.38723239 +0000 UTC,256099000,KIRAN CASPIAN,ShipStaticData,9718583,9HA3817,KIRAN CASPIAN,79,180,20,8,24,200,32,13.3,ZAPLZ>SGSIN,4,6,3,0
2026-04-07 07:23:29.000311839 +0000 UTC,311001204,AFRICAN NIGHTHAWK,ShipStaticData,9646895,C6GB9,AFRICAN NIGHTHAWK,70,161,19,16,14,180,30,6.6,SINGAPORE-PEBGB,4,6,12,30
2026-04-07 07:23:29.854312905 +0000 UTC,253000147,BOURBONEVOLUTION810,ShipStaticData,9639878,LXAR6,BOURBONEVOLUTION810,99,15,85,4,16,100,20,6.2,SINGAPORE,3,17,11,0
